contestSlug,contestTitle,date,problemCount,titleSlug,questionFrontendId,title,difficulty,acRate
biweekly-contest-50,Biweekly Contest 50,2021-04-17,4,queries-on-number-of-points-inside-a-circle,1828,Queries on Number of Points Inside a Circle,Medium,86.8
biweekly-contest-50,Biweekly Contest 50,2021-04-17,4,maximum-xor-for-each-query,1829,Maximum XOR for Each Query,Medium,84.6
biweekly-contest-50,Biweekly Contest 50,2021-04-17,4,minimum-operations-to-make-the-array-increasing,1827,Minimum Operations to Make the Array Increasing,Easy,82.2
biweekly-contest-51,Biweekly Contest 51,2021-05-01,4,seat-reservation-manager,1845,Seat Reservation Manager,Medium,67.3
biweekly-contest-51,Biweekly Contest 51,2021-05-01,4,maximum-element-after-decreasing-and-rearranging,1846,Maximum Element After Decreasing and Rearranging,Medium,69.2
biweekly-contest-51,Biweekly Contest 51,2021-05-01,4,closest-room,1847,Closest Room,Hard,41.6
biweekly-contest-51,Biweekly Contest 51,2021-05-01,4,replace-all-digits-with-characters,1844,Replace All Digits with Characters,Easy,82.9
biweekly-contest-52,Biweekly Contest 52,2021-05-15,4,rotating-the-box,1861,Rotating the Box,Medium,82.5
biweekly-contest-52,Biweekly Contest 52,2021-05-15,4,incremental-memory-leak,1860,Incremental Memory Leak,Medium,72.8
biweekly-contest-52,Biweekly Contest 52,2021-05-15,4,sorting-the-sentence,1859,Sorting the Sentence,Easy,84.2
biweekly-contest-52,Biweekly Contest 52,2021-05-15,4,sum-of-floored-pairs,1862,Sum of Floored Pairs,Hard,31.2
biweekly-contest-53,Biweekly Contest 53,2021-05-29,4,minimum-xor-sum-of-two-arrays,1879,Minimum XOR Sum of Two Arrays,Hard,51.7
biweekly-contest-53,Biweekly Contest 53,2021-05-29,4,minimize-maximum-pair-sum-in-array,1877,Minimize Maximum Pair Sum in Array,Medium,83.3
biweekly-contest-53,Biweekly Contest 53,2021-05-29,4,get-biggest-three-rhombus-sums-in-a-grid,1878,Get Biggest Three Rhombus Sums in a Grid,Medium,71.3
biweekly-contest-53,Biweekly Contest 53,2021-05-29,4,substrings-of-size-three-with-distinct-characters,1876,Substrings of Size Three with Distinct Characters,Easy,76.9
biweekly-contest-54,Biweekly Contest 54,2021-06-12,4,minimum-cost-to-change-the-final-value-of-expression,1896,Minimum Cost to Change the Final Value of Expression,Hard,49.8
biweekly-contest-54,Biweekly Contest 54,2021-06-12,4,largest-magic-square,1895,Largest Magic Square,Medium,75.2
biweekly-contest-54,Biweekly Contest 54,2021-06-12,4,check-if-all-the-integers-in-a-range-are-covered,1893,Check if All the Integers in a Range Are Covered,Easy,51.2
biweekly-contest-54,Biweekly Contest 54,2021-06-12,4,find-the-student-that-will-replace-the-chalk,1894,Find the Student that Will Replace the Chalk,Medium,53.2
biweekly-contest-55,Biweekly Contest 55,2021-06-26,4,remove-all-occurrences-of-a-substring,1910,Remove All Occurrences of a Substring,Medium,78.6
biweekly-contest-55,Biweekly Contest 55,2021-06-26,4,maximum-alternating-subsequence-sum,1911,Maximum Alternating Subsequence Sum,Medium,59.2
biweekly-contest-55,Biweekly Contest 55,2021-06-26,4,design-movie-rental-system,1912,Design Movie Rental System,Hard,62.2
biweekly-contest-55,Biweekly Contest 55,2021-06-26,4,remove-one-element-to-make-the-array-strictly-increasing,1909,Remove One Element to Make the Array Strictly Increasing,Easy,30.0
biweekly-contest-56,Biweekly Contest 56,2021-07-10,4,count-square-sum-triples,1925,Count Square Sum Triples,Easy,77.2
biweekly-contest-56,Biweekly Contest 56,2021-07-10,4,sum-game,1927,Sum Game,Medium,49.4
biweekly-contest-56,Biweekly Contest 56,2021-07-10,4,minimum-cost-to-reach-destination-in-time,1928,Minimum Cost to Reach Destination in Time,Hard,42.0
biweekly-contest-56,Biweekly Contest 56,2021-07-10,4,nearest-exit-from-entrance-in-maze,1926,Nearest Exit from Entrance in Maze,Medium,48.9
biweekly-contest-57,Biweekly Contest 57,2021-07-24,4,check-if-all-characters-have-equal-number-of-occurrences,1941,Check if All Characters Have Equal Number of Occurrences,Easy,79.6
biweekly-contest-57,Biweekly Contest 57,2021-07-24,4,the-number-of-the-smallest-unoccupied-chair,1942,The Number of the Smallest Unoccupied Chair,Medium,60.3
biweekly-contest-57,Biweekly Contest 57,2021-07-24,4,number-of-visible-people-in-a-queue,1944,Number of Visible People in a Queue,Hard,73.4
biweekly-contest-57,Biweekly Contest 57,2021-07-24,4,describe-the-painting,1943,Describe the Painting,Medium,52.8
biweekly-contest-58,Biweekly Contest 58,2021-08-07,4,minimum-total-space-wasted-with-k-resizing-operations,1959,Minimum Total Space Wasted With K Resizing Operations,Medium,44.1
biweekly-contest-58,Biweekly Contest 58,2021-08-07,4,delete-characters-to-make-fancy-string,1957,Delete Characters to Make Fancy String,Easy,74.0
biweekly-contest-58,Biweekly Contest 58,2021-08-07,4,maximum-product-of-the-length-of-two-palindromic-substrings,1960,Maximum Product of the Length of Two Palindromic Substrings,Hard,31.4
biweekly-contest-58,Biweekly Contest 58,2021-08-07,4,check-if-move-is-legal,1958,Check if Move is Legal,Medium,50.0
biweekly-contest-59,Biweekly Contest 59,2021-08-21,4,maximum-matrix-sum,1975,Maximum Matrix Sum,Medium,67.5
biweekly-contest-59,Biweekly Contest 59,2021-08-21,4,number-of-ways-to-arrive-at-destination,1976,Number of Ways to Arrive at Destination,Medium,37.6
biweekly-contest-59,Biweekly Contest 59,2021-08-21,4,minimum-time-to-type-word-using-special-typewriter,1974,Minimum Time to Type Word Using Special Typewriter,Easy,78.8
biweekly-contest-59,Biweekly Contest 59,2021-08-21,4,number-of-ways-to-separate-numbers,1977,Number of Ways to Separate Numbers,Hard,21.7
biweekly-contest-60,Biweekly Contest 60,2021-09-04,4,operations-on-tree,1993,Operations on Tree,Medium,45.6
biweekly-contest-60,Biweekly Contest 60,2021-09-04,4,find-the-middle-index-in-array,1991,Find the Middle Index in Array,Easy,70.1
biweekly-contest-60,Biweekly Contest 60,2021-09-04,4,the-number-of-good-subsets,1994,The Number of Good Subsets,Hard,37.5
biweekly-contest-60,Biweekly Contest 60,2021-09-04,4,find-all-groups-of-farmland,1992,Find All Groups of Farmland,Medium,75.5
biweekly-contest-61,Biweekly Contest 61,2021-09-18,4,maximum-earnings-from-taxi,2008,Maximum Earnings From Taxi,Medium,46.7
biweekly-contest-61,Biweekly Contest 61,2021-09-18,4,minimum-number-of-operations-to-make-array-continuous,2009,Minimum Number of Operations to Make Array Continuous,Hard,51.8
biweekly-contest-61,Biweekly Contest 61,2021-09-18,4,count-number-of-pairs-with-absolute-difference-k,2006,Count Number of Pairs With Absolute Difference K,Easy,85.4
biweekly-contest-61,Biweekly Contest 61,2021-09-18,4,find-original-array-from-doubled-array,2007,Find Original Array From Doubled Array,Medium,40.9
biweekly-contest-62,Biweekly Contest 62,2021-10-02,4,convert-1d-array-into-2d-array,2022,Convert 1D Array Into 2D Array,Easy,72.4
biweekly-contest-62,Biweekly Contest 62,2021-10-02,4,maximize-the-confusion-of-an-exam,2024,Maximize the Confusion of an Exam,Medium,70.3
biweekly-contest-62,Biweekly Contest 62,2021-10-02,4,number-of-pairs-of-strings-with-concatenation-equal-to-target,2023,Number of Pairs of Strings With Concatenation Equal to Target,Medium,75.4
biweekly-contest-62,Biweekly Contest 62,2021-10-02,4,maximum-number-of-ways-to-partition-an-array,2025,Maximum Number of Ways to Partition an Array,Hard,35.8
biweekly-contest-63,Biweekly Contest 63,2021-10-16,4,kth-smallest-product-of-two-sorted-arrays,2040,Kth Smallest Product of Two Sorted Arrays,Hard,48.7
biweekly-contest-63,Biweekly Contest 63,2021-10-16,4,remove-colored-pieces-if-both-neighbors-are-the-same-color,2038,Remove Colored Pieces if Both Neighbors are the Same Color,Medium,63.1
biweekly-contest-63,Biweekly Contest 63,2021-10-16,4,minimum-number-of-moves-to-seat-everyone,2037,Minimum Number of Moves to Seat Everyone,Easy,87.1
biweekly-contest-63,Biweekly Contest 63,2021-10-16,4,the-time-when-the-network-becomes-idle,2039,The Time When the Network Becomes Idle,Medium,55.9
biweekly-contest-64,Biweekly Contest 64,2021-10-30,4,two-best-non-overlapping-events,2054,Two Best Non-Overlapping Events,Medium,64.0
biweekly-contest-64,Biweekly Contest 64,2021-10-30,4,plates-between-candles,2055,Plates Between Candles,Medium,47.6
biweekly-contest-64,Biweekly Contest 64,2021-10-30,4,number-of-valid-move-combinations-on-chessboard,2056,Number of Valid Move Combinations On Chessboard,Hard,48.1
biweekly-contest-64,Biweekly Contest 64,2021-10-30,4,kth-distinct-string-in-an-array,2053,Kth Distinct String in an Array,Easy,82.2
biweekly-contest-65,Biweekly Contest 65,2021-11-13,4,walking-robot-simulation-ii,2069,Walking Robot Simulation II,Medium,43.1
biweekly-contest-65,Biweekly Contest 65,2021-11-13,4,maximum-number-of-tasks-you-can-assign,2071,Maximum Number of Tasks You Can Assign,Hard,50.0
biweekly-contest-65,Biweekly Contest 65,2021-11-13,4,check-whether-two-strings-are-almost-equivalent,2068,Check Whether Two Strings are Almost Equivalent,Easy,64.3
biweekly-contest-65,Biweekly Contest 65,2021-11-13,4,most-beautiful-item-for-each-query,2070,Most Beautiful Item for Each Query,Medium,62.0
biweekly-contest-66,Biweekly Contest 66,2021-11-27,4,count-common-words-with-one-occurrence,2085,Count Common Words With One Occurrence,Easy,73.6
biweekly-contest-66,Biweekly Contest 66,2021-11-27,4,minimum-cost-homecoming-of-a-robot-in-a-grid,2087,Minimum Cost Homecoming of a Robot in a Grid,Medium,51.8
biweekly-contest-66,Biweekly Contest 66,2021-11-27,4,count-fertile-pyramids-in-a-land,2088,Count Fertile Pyramids in a Land,Hard,66.5
biweekly-contest-66,Biweekly Contest 66,2021-11-27,4,minimum-number-of-food-buckets-to-feed-the-hamsters,2086,Minimum Number of Food Buckets to Feed the Hamsters,Medium,48.4
biweekly-contest-67,Biweekly Contest 67,2021-12-11,4,detonate-the-maximum-bombs,2101,Detonate the Maximum Bombs,Medium,50.3
biweekly-contest-67,Biweekly Contest 67,2021-12-11,4,sequentially-ordinal-rank-tracker,2102,Sequentially Ordinal Rank Tracker,Hard,61.3
biweekly-contest-67,Biweekly Contest 67,2021-12-11,4,find-good-days-to-rob-the-bank,2100,Find Good Days to Rob the Bank,Medium,51.9
biweekly-contest-67,Biweekly Contest 67,2021-12-11,4,find-subsequence-of-length-k-with-the-largest-sum,2099,Find Subsequence of Length K With the Largest Sum,Easy,57.3
biweekly-contest-68,Biweekly Contest 68,2021-12-25,4,maximum-number-of-words-found-in-sentences,2114,Maximum Number of Words Found in Sentences,Easy,86.7
biweekly-contest-68,Biweekly Contest 68,2021-12-25,4,abbreviating-the-product-of-a-range,2117,Abbreviating the Product of a Range,Hard,24.5
biweekly-contest-68,Biweekly Contest 68,2021-12-25,4,check-if-a-parentheses-string-can-be-valid,2116,Check if a Parentheses String Can Be Valid,Medium,45.2
biweekly-contest-68,Biweekly Contest 68,2021-12-25,4,find-all-possible-recipes-from-given-supplies,2115,Find All Possible Recipes from Given Supplies,Medium,57.0
biweekly-contest-69,Biweekly Contest 69,2022-01-08,4,stamping-the-grid,2132,Stamping the Grid,Hard,35.5
biweekly-contest-69,Biweekly Contest 69,2022-01-08,4,capitalize-the-title,2129,Capitalize the Title,Easy,68.3
biweekly-contest-69,Biweekly Contest 69,2022-01-08,4,maximum-twin-sum-of-a-linked-list,2130,Maximum Twin Sum of a Linked List,Medium,83.3
biweekly-contest-69,Biweekly Contest 69,2022-01-08,4,longest-palindrome-by-concatenating-two-letter-words,2131,Longest Palindrome by Concatenating Two Letter Words,Medium,53.5
biweekly-contest-70,Biweekly Contest 70,2022-01-22,4,count-the-hidden-sequences,2145,Count the Hidden Sequences,Medium,56.7
biweekly-contest-70,Biweekly Contest 70,2022-01-22,4,minimum-cost-of-buying-candies-with-discount,2144,Minimum Cost of Buying Candies With Discount,Easy,71.6
biweekly-contest-70,Biweekly Contest 70,2022-01-22,4,number-of-ways-to-divide-a-long-corridor,2147,Number of Ways to Divide a Long Corridor,Hard,54.5
biweekly-contest-70,Biweekly Contest 70,2022-01-22,4,k-highest-ranked-items-within-a-price-range,2146,K Highest Ranked Items Within a Price Range,Medium,47.0
biweekly-contest-71,Biweekly Contest 71,2022-02-05,4,minimum-sum-of-four-digit-number-after-splitting-digits,2160,Minimum Sum of Four Digit Number After Splitting Digits,Easy,86.3
biweekly-contest-71,Biweekly Contest 71,2022-02-05,4,partition-array-according-to-given-pivot,2161,Partition Array According to Given Pivot,Medium,90.8
biweekly-contest-71,Biweekly Contest 71,2022-02-05,4,minimum-cost-to-set-cooking-time,2162,Minimum Cost to Set Cooking Time,Medium,41.7
biweekly-contest-71,Biweekly Contest 71,2022-02-05,4,minimum-difference-in-sums-after-removal-of-elements,2163,Minimum Difference in Sums After Removal of Elements,Hard,69.6
biweekly-contest-72,Biweekly Contest 72,2022-02-19,4,count-equal-and-divisible-pairs-in-an-array,2176,Count Equal and Divisible Pairs in an Array,Easy,83.8
biweekly-contest-72,Biweekly Contest 72,2022-02-19,4,maximum-split-of-positive-even-integers,2178,Maximum Split of Positive Even Integers,Medium,59.9
biweekly-contest-72,Biweekly Contest 72,2022-02-19,4,find-three-consecutive-integers-that-sum-to-a-given-number,2177,Find Three Consecutive Integers That Sum to a Given Number,Medium,65.2
biweekly-contest-72,Biweekly Contest 72,2022-02-19,4,count-good-triplets-in-an-array,2179,Count Good Triplets in an Array,Hard,65.2
biweekly-contest-73,Biweekly Contest 73,2022-03-05,4,most-frequent-number-following-key-in-an-array,2190,Most Frequent Number Following Key In an Array,Easy,59.6
biweekly-contest-73,Biweekly Contest 73,2022-03-05,4,all-ancestors-of-a-node-in-a-directed-acyclic-graph,2192,All Ancestors of a Node in a Directed Acyclic Graph,Medium,62.3
biweekly-contest-73,Biweekly Contest 73,2022-03-05,4,minimum-number-of-moves-to-make-palindrome,2193,Minimum Number of Moves to Make Palindrome,Hard,53.0
biweekly-contest-73,Biweekly Contest 73,2022-03-05,4,sort-the-jumbled-numbers,2191,Sort the Jumbled Numbers,Medium,60.0
biweekly-contest-74,Biweekly Contest 74,2022-03-19,4,maximize-number-of-subsequences-in-a-string,2207,Maximize Number of Subsequences in a String,Medium,36.2
biweekly-contest-74,Biweekly Contest 74,2022-03-19,4,divide-array-into-equal-pairs,2206,Divide Array Into Equal Pairs,Easy,79.2
biweekly-contest-74,Biweekly Contest 74,2022-03-19,4,minimum-operations-to-halve-array-sum,2208,Minimum Operations to Halve Array Sum,Medium,50.3
biweekly-contest-74,Biweekly Contest 74,2022-03-19,4,minimum-white-tiles-after-covering-with-carpets,2209,Minimum White Tiles After Covering With Carpets,Hard,39.1
biweekly-contest-75,Biweekly Contest 75,2022-04-02,4,number-of-ways-to-select-buildings,2222,Number of Ways to Select Buildings,Medium,50.9
biweekly-contest-75,Biweekly Contest 75,2022-04-02,4,minimum-bit-flips-to-convert-number,2220,Minimum Bit Flips to Convert Number,Easy,87.9
biweekly-contest-75,Biweekly Contest 75,2022-04-02,4,sum-of-scores-of-built-strings,2223,Sum of Scores of Built Strings,Hard,49.9
biweekly-contest-75,Biweekly Contest 75,2022-04-02,4,find-triangular-sum-of-an-array,2221,Find Triangular Sum of an Array,Medium,81.9
biweekly-contest-76,Biweekly Contest 76,2022-04-16,4,maximum-score-of-a-node-sequence,2242,Maximum Score of a Node Sequence,Hard,40.3
biweekly-contest-76,Biweekly Contest 76,2022-04-16,4,find-closest-number-to-zero,2239,Find Closest Number to Zero,Easy,48.1
biweekly-contest-76,Biweekly Contest 76,2022-04-16,4,design-an-atm-machine,2241,Design an ATM Machine,Medium,45.5
biweekly-contest-76,Biweekly Contest 76,2022-04-16,4,number-of-ways-to-buy-pens-and-pencils,2240,Number of Ways to Buy Pens and Pencils,Medium,57.0
biweekly-contest-77,Biweekly Contest 77,2022-04-30,4,count-prefixes-of-a-given-string,2255,Count Prefixes of a Given String,Easy,74.3
biweekly-contest-77,Biweekly Contest 77,2022-04-30,4,escape-the-spreading-fire,2258,Escape the Spreading Fire,Hard,38.8
biweekly-contest-77,Biweekly Contest 77,2022-04-30,4,minimum-average-difference,2256,Minimum Average Difference,Medium,44.0
biweekly-contest-77,Biweekly Contest 77,2022-04-30,4,count-unguarded-cells-in-the-grid,2257,Count Unguarded Cells in the Grid,Medium,68.9
biweekly-contest-78,Biweekly Contest 78,2022-05-14,4,maximum-white-tiles-covered-by-a-carpet,2271,Maximum White Tiles Covered by a Carpet,Medium,36.2
biweekly-contest-78,Biweekly Contest 78,2022-05-14,4,substring-with-largest-variance,2272,Substring With Largest Variance,Hard,46.0
biweekly-contest-78,Biweekly Contest 78,2022-05-14,4,find-the-k-beauty-of-a-number,2269,Find the K-Beauty of a Number,Easy,63.6
biweekly-contest-78,Biweekly Contest 78,2022-05-14,4,number-of-ways-to-split-array,2270,Number of Ways to Split Array,Medium,55.8
biweekly-contest-79,Biweekly Contest 79,2022-05-28,4,sender-with-largest-word-count,2284,Sender With Largest Word Count,Medium,60.0
biweekly-contest-79,Biweekly Contest 79,2022-05-28,4,maximum-total-importance-of-roads,2285,Maximum Total Importance of Roads,Medium,69.1
biweekly-contest-79,Biweekly Contest 79,2022-05-28,4,check-if-number-has-equal-digit-count-and-digit-value,2283,Check if Number Has Equal Digit Count and Digit Value,Easy,73.1
biweekly-contest-79,Biweekly Contest 79,2022-05-28,4,booking-concert-tickets-in-groups,2286,Booking Concert Tickets in Groups,Hard,19.9
biweekly-contest-80,Biweekly Contest 80,2022-06-11,4,strong-password-checker-ii,2299,Strong Password Checker II,Easy,55.6
biweekly-contest-80,Biweekly Contest 80,2022-06-11,4,count-subarrays-with-score-less-than-k,2302,Count Subarrays With Score Less Than K,Hard,62.2
biweekly-contest-80,Biweekly Contest 80,2022-06-11,4,successful-pairs-of-spells-and-potions,2300,Successful Pairs of Spells and Potions,Medium,49.7
biweekly-contest-80,Biweekly Contest 80,2022-06-11,4,match-substring-after-replacement,2301,Match Substring After Replacement,Hard,43.5
biweekly-contest-81,Biweekly Contest 81,2022-06-25,4,count-asterisks,2315,Count Asterisks,Easy,83.5
biweekly-contest-81,Biweekly Contest 81,2022-06-25,4,count-unreachable-pairs-of-nodes-in-an-undirected-graph,2316,Count Unreachable Pairs of Nodes in an Undirected Graph,Medium,50.1
biweekly-contest-81,Biweekly Contest 81,2022-06-25,4,maximum-xor-after-operations,2317,Maximum XOR After Operations ,Medium,79.8
biweekly-contest-81,Biweekly Contest 81,2022-06-25,4,number-of-distinct-roll-sequences,2318,Number of Distinct Roll Sequences,Hard,58.3
biweekly-contest-82,Biweekly Contest 82,2022-07-09,4,subarray-with-elements-greater-than-varying-threshold,2334,Subarray With Elements Greater Than Varying Threshold,Hard,45.8
biweekly-contest-82,Biweekly Contest 82,2022-07-09,4,minimum-sum-of-squared-difference,2333,Minimum Sum of Squared Difference,Medium,27.0
biweekly-contest-82,Biweekly Contest 82,2022-07-09,4,evaluate-boolean-binary-tree,2331,Evaluate Boolean Binary Tree,Easy,82.4
biweekly-contest-82,Biweekly Contest 82,2022-07-09,4,the-latest-time-to-catch-a-bus,2332,The Latest Time to Catch a Bus,Medium,30.1
biweekly-contest-83,Biweekly Contest 83,2022-07-23,4,best-poker-hand,2347,Best Poker Hand,Easy,61.9
biweekly-contest-83,Biweekly Contest 83,2022-07-23,4,number-of-zero-filled-subarrays,2348,Number of Zero-Filled Subarrays,Medium,70.1
biweekly-contest-83,Biweekly Contest 83,2022-07-23,4,shortest-impossible-sequence-of-rolls,2350,Shortest Impossible Sequence of Rolls,Hard,69.2
biweekly-contest-83,Biweekly Contest 83,2022-07-23,4,design-a-number-container-system,2349,Design a Number Container System,Medium,57.1
biweekly-contest-84,Biweekly Contest 84,2022-08-06,4,count-number-of-bad-pairs,2364,Count Number of Bad Pairs,Medium,54.1
biweekly-contest-84,Biweekly Contest 84,2022-08-06,4,minimum-replacements-to-sort-the-array,2366,Minimum Replacements to Sort the Array,Hard,53.1
biweekly-contest-84,Biweekly Contest 84,2022-08-06,4,task-scheduler-ii,2365,Task Scheduler II,Medium,54.9
biweekly-contest-84,Biweekly Contest 84,2022-08-06,4,merge-similar-items,2363,Merge Similar Items,Easy,77.6
biweekly-contest-85,Biweekly Contest 85,2022-08-20,4,minimum-recolors-to-get-k-consecutive-black-blocks,2379,Minimum Recolors to Get K Consecutive Black Blocks,Easy,68.9
biweekly-contest-85,Biweekly Contest 85,2022-08-20,4,maximum-segment-sum-after-removals,2382,Maximum Segment Sum After Removals,Hard,50.0
biweekly-contest-85,Biweekly Contest 85,2022-08-20,4,shifting-letters-ii,2381,Shifting Letters II,Medium,53.8
biweekly-contest-85,Biweekly Contest 85,2022-08-20,4,time-needed-to-rearrange-a-binary-string,2380,Time Needed to Rearrange a Binary String,Medium,53.4
biweekly-contest-86,Biweekly Contest 86,2022-09-03,4,maximum-rows-covered-by-columns,2397,Maximum Rows Covered by Columns,Medium,58.2
biweekly-contest-86,Biweekly Contest 86,2022-09-03,4,find-subarrays-with-equal-sum,2395,Find Subarrays With Equal Sum,Easy,67.2
biweekly-contest-86,Biweekly Contest 86,2022-09-03,4,maximum-number-of-robots-within-budget,2398,Maximum Number of Robots Within Budget,Hard,38.8
biweekly-contest-86,Biweekly Contest 86,2022-09-03,4,strictly-palindromic-number,2396,Strictly Palindromic Number,Medium,90.4
biweekly-contest-87,Biweekly Contest 87,2022-09-17,4,minimum-money-required-before-transactions,2412,Minimum Money Required Before Transactions,Hard,42.3
biweekly-contest-87,Biweekly Contest 87,2022-09-17,4,smallest-subarrays-with-maximum-bitwise-or,2411,Smallest Subarrays With Maximum Bitwise OR,Medium,61.9
biweekly-contest-87,Biweekly Contest 87,2022-09-17,4,maximum-matching-of-players-with-trainers,2410,Maximum Matching of Players With Trainers,Medium,75.4
biweekly-contest-87,Biweekly Contest 87,2022-09-17,4,count-days-spent-together,2409,Count Days Spent Together,Easy,48.3
biweekly-contest-88,Biweekly Contest 88,2022-10-01,4,number-of-pairs-satisfying-inequality,2426,Number of Pairs Satisfying Inequality,Hard,47.6
biweekly-contest-88,Biweekly Contest 88,2022-10-01,4,bitwise-xor-of-all-pairings,2425,Bitwise XOR of All Pairings,Medium,66.9
biweekly-contest-88,Biweekly Contest 88,2022-10-01,4,longest-uploaded-prefix,2424,Longest Uploaded Prefix,Medium,55.3
biweekly-contest-88,Biweekly Contest 88,2022-10-01,4,remove-letter-to-equalize-frequency,2423,Remove Letter To Equalize Frequency,Easy,19.5
biweekly-contest-89,Biweekly Contest 89,2022-10-15,4,range-product-queries-of-powers,2438,Range Product Queries of Powers,Medium,61.2
biweekly-contest-89,Biweekly Contest 89,2022-10-15,4,number-of-valid-clock-times,2437,Number of Valid Clock Times,Easy,48.2
biweekly-contest-89,Biweekly Contest 89,2022-10-15,4,create-components-with-same-value,2440,Create Components With Same Value,Hard,53.9
biweekly-contest-89,Biweekly Contest 89,2022-10-15,4,minimize-maximum-of-array,2439,Minimize Maximum of Array,Medium,46.6
biweekly-contest-90,Biweekly Contest 90,2022-10-29,4,next-greater-element-iv,2454,Next Greater Element IV,Hard,42.4
biweekly-contest-90,Biweekly Contest 90,2022-10-29,4,destroy-sequential-targets,2453,Destroy Sequential Targets,Medium,42.2
biweekly-contest-90,Biweekly Contest 90,2022-10-29,4,odd-string-difference,2451,Odd String Difference,Easy,62.1
biweekly-contest-90,Biweekly Contest 90,2022-10-29,4,words-within-two-edits-of-dictionary,2452,Words Within Two Edits of Dictionary,Medium,73.2
biweekly-contest-91,Biweekly Contest 91,2022-11-12,4,split-message-based-on-limit,2468,Split Message Based on Limit,Hard,42.1
biweekly-contest-91,Biweekly Contest 91,2022-11-12,4,number-of-distinct-averages,2465,Number of Distinct Averages,Easy,59.1
biweekly-contest-91,Biweekly Contest 91,2022-11-12,4,most-profitable-path-in-a-tree,2467,Most Profitable Path in a Tree,Medium,67.3
biweekly-contest-91,Biweekly Contest 91,2022-11-12,4,count-ways-to-build-good-strings,2466,Count Ways To Build Good Strings,Medium,58.9
biweekly-contest-92,Biweekly Contest 92,2022-11-26,4,difference-between-ones-and-zeros-in-row-and-column,2482,Difference Between Ones and Zeros in Row and Column,Medium,84.4
biweekly-contest-92,Biweekly Contest 92,2022-11-26,4,count-palindromic-subsequences,2484,Count Palindromic Subsequences,Hard,41.7
biweekly-contest-92,Biweekly Contest 92,2022-11-26,4,minimum-penalty-for-a-shop,2483,Minimum Penalty for a Shop,Medium,71.2
biweekly-contest-92,Biweekly Contest 92,2022-11-26,4,minimum-cuts-to-divide-a-circle,2481,Minimum Cuts to Divide a Circle,Easy,56.5
biweekly-contest-93,Biweekly Contest 93,2022-12-10,4,minimum-total-cost-to-make-arrays-unequal,2499,Minimum Total Cost to Make Arrays Unequal,Hard,41.3
biweekly-contest-93,Biweekly Contest 93,2022-12-10,4,maximum-star-sum-of-a-graph,2497,Maximum Star Sum of a Graph,Medium,42.6
biweekly-contest-93,Biweekly Contest 93,2022-12-10,4,maximum-value-of-a-string-in-an-array,2496,Maximum Value of a String in an Array,Easy,74.4
biweekly-contest-93,Biweekly Contest 93,2022-12-10,4,frog-jump-ii,2498,Frog Jump II,Medium,62.5
biweekly-contest-94,Biweekly Contest 94,2022-12-24,4,count-anagrams,2514,Count Anagrams,Hard,38.0
biweekly-contest-94,Biweekly Contest 94,2022-12-24,4,maximum-enemy-forts-that-can-be-captured,2511,Maximum Enemy Forts That Can Be Captured,Easy,41.7
biweekly-contest-94,Biweekly Contest 94,2022-12-24,4,minimize-the-maximum-of-two-arrays,2513,Minimize the Maximum of Two Arrays,Medium,32.5
biweekly-contest-94,Biweekly Contest 94,2022-12-24,4,reward-top-k-students,2512,Reward Top K Students,Medium,47.4
biweekly-contest-95,Biweekly Contest 95,2023-01-07,4,maximize-the-minimum-powered-city,2528,Maximize the Minimum Powered City,Hard,61.5
biweekly-contest-95,Biweekly Contest 95,2023-01-07,4,find-xor-beauty-of-array,2527,Find Xor-Beauty of Array,Medium,71.1
biweekly-contest-95,Biweekly Contest 95,2023-01-07,4,find-consecutive-integers-from-a-data-stream,2526,Find Consecutive Integers from a Data Stream,Medium,51.5
biweekly-contest-95,Biweekly Contest 95,2023-01-07,4,categorize-box-according-to-criteria,2525,Categorize Box According to Criteria,Easy,39.4
biweekly-contest-96,Biweekly Contest 96,2023-01-21,4,maximum-subsequence-score,2542,Maximum Subsequence Score,Medium,54.9
biweekly-contest-96,Biweekly Contest 96,2023-01-21,4,check-if-point-is-reachable,2543,Check if Point Is Reachable,Hard,45.2
biweekly-contest-96,Biweekly Contest 96,2023-01-21,4,minimum-common-value,2540,Minimum Common Value,Easy,60.8
biweekly-contest-96,Biweekly Contest 96,2023-01-21,4,minimum-operations-to-make-array-equal-ii,2541,Minimum Operations to Make Array Equal II,Medium,33.3
biweekly-contest-97,Biweekly Contest 97,2023-02-04,4,maximum-number-of-integers-to-choose-from-a-range-i,2554,Maximum Number of Integers to Choose From a Range I,Medium,68.0
biweekly-contest-97,Biweekly Contest 97,2023-02-04,4,maximize-win-from-two-segments,2555,Maximize Win From Two Segments,Medium,38.1
biweekly-contest-97,Biweekly Contest 97,2023-02-04,4,separate-the-digits-in-an-array,2553,Separate the Digits in an Array,Easy,85.8
biweekly-contest-97,Biweekly Contest 97,2023-02-04,4,disconnect-path-in-a-binary-matrix-by-at-most-one-flip,2556,Disconnect Path in a Binary Matrix by at Most One Flip,Medium,28.1
biweekly-contest-98,Biweekly Contest 98,2023-02-18,4,minimum-impossible-or,2568,Minimum Impossible OR,Medium,59.3
biweekly-contest-98,Biweekly Contest 98,2023-02-18,4,handling-sum-queries-after-update,2569,Handling Sum Queries After Update,Hard,31.6
